Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0075554	334	35	128	683	367	462	173	52	180	349	504	573	305.25	135	475	3.495	1.805	4.014	5.96523793864371e-05	0.00139039557803091	0.276	0.0473	0.1405	0.1405	TRUE	NA
FBtr0332125	24	49	46	145	84	195	12	73	65	74	115	242	96.99	50	144	3.37	1.753	4.013	5.99238810972314e-05	0.001394886026962	0.1513	0.0931	0.121	0.121	TRUE	NA
FBtr0336677	674	195	182	1275	344	324	349	292	256	651	472	402	403.78	299	508	1.687	0.755	4.012	6.01804387432673e-05	0.00139901726912896	0.007	0.0421	0.0224	0.0224	TRUE	NA
FBtr0114614	187	44	112	1053	187	206	97	66	158	538	257	256	228.42	107	350	3.093	1.629	4.009	6.10092694674428e-05	0.0014145674785695	0.1858	0.0544	0.1118	0.1118	TRUE	NA
FBtr0304119	237	151	116	637	227	310	123	226	163	325	312	385	255.64	171	341	2.05	1.036	4.004	6.23407391370182e-05	0.0014416601517294	0.0359	0.0514	0.0435	0.0435	TRUE	NA
FBtr0332003	56	9	8	222	29	29	29	13	11	113	40	36	40.48	18	63	3.42	1.774	4.002	6.29108029552165e-05	0.00145104956333864	0.0079	0.1869	0.0934	0.0934	TRUE	NA
FBtr0072670	319	135	182	1052	291	305	165	202	256	537	400	378	323.15	208	438	2.12	1.084	3.977	6.97697288754785e-05	0.0015988293698654	0.0532	0.0461	0.0497	0.0497	TRUE	NA
FBtr0078971	367	154	126	583	295	311	190	231	177	298	405	386	281.12	199	363	1.798	0.847	3.975	7.04512475620738e-05	0.00161235837078997	0.0102	0.0491	0.0286	0.0286	TRUE	NA
FBtr0077479	222	32	32	431	114	84	115	48	45	220	157	104	114.79	69	160	2.418	1.274	3.972	7.13156093710901e-05	0.00163003158318341	0.0379	0.0827	0.0606	0.0606	TRUE	NA
FBtr0332038	104	45	69	278	130	125	54	67	97	142	179	155	115.66	73	159	2.223	1.153	3.971	7.15975185265435e-05	0.00163436348419752	0.0165	0.0822	0.0501	0.0501	TRUE	NA
FBtr0333659	360	89	68	924	206	145	186	133	96	472	283	180	225	138	312	2.192	1.132	3.964	7.37507376670484e-05	0.00167487073179429	0.0493	0.0549	0.0522	0.0522	TRUE	NA
FBtr0079799	520	165	177	964	302	294	269	247	249	492	415	365	339.55	255	424	1.659	0.73	3.959	7.5194098362385e-05	0.00170545999247302	0.0032	0.0451	0.021	0.021	TRUE	NA
