Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0004861	1922	597	518	1182	480	549	967	934	738	604	672	672	764.38	880	649	0.735	-0.444	-3.014	0.00257681199381948	0.0314873855830136	0.011	0.0169	0.0142	0.0142	TRUE	0.2285
FBgn0027561	4348	1842	1790	2940	1407	1643	2187	2881	2551	1501	1970	2011	2183.53	2540	1827	0.719	-0.475	-3.01	0.00261428085120313	0.0317407887038964	0.0206	0.0139	0.0175	0.0175	TRUE	0.2622
FBgn0034083	3943	1441	1442	3414	1194	1271	1983	2254	2055	1743	1671	1556	1877.14	2097	1657	0.791	-0.337	-3.008	0.00262661800848863	0.0318371521512775	0.0031	0.0141	0.0085	0.0085	TRUE	0.0506
FBgn0040505	110	42	39	66	20	17	55	66	56	34	28	21	43.19	59	28	0.48	-1.06	-3.008	0.00263060876748022	0.0318427246511901	0	0.0965	0.0624	0.0624	TRUE	0.3886
FBgn0011236	4421	1605	1524	3237	1257	1600	2224	2510	2172	1653	1760	1958	2046.19	2302	1790	0.777	-0.363	-2.996	0.00273156501432046	0.032989855398258	0.0061	0.014	0.01	0.01	TRUE	0.0813
FBgn0005694	2018	671	615	1483	533	629	1015	1049	876	757	746	770	869.06	980	758	0.772	-0.372	-2.994	0.00275416949228037	0.033204679787947	0.0027	0.0164	0.0099	0.0099	TRUE	0.0978
FBgn0036770	4738	1457	1550	3869	1274	1336	2383	2279	2209	1976	1783	1635	2044.27	2290	1798	0.786	-0.348	-2.985	0.00283886880463659	0.0340891063651302	0.0045	0.014	0.0093	0.0093	TRUE	0.0936
FBgn0026576	1801	520	565	1295	445	552	906	813	805	661	623	676	747.39	841	653	0.775	-0.368	-2.984	0.002846549861294	0.0341358865015283	0.0023	0.0171	0.0095	0.0095	TRUE	0.0579
FBgn0284226	1275	427	362	974	277	327	641	668	516	497	388	400	518.42	608	428	0.707	-0.5	-2.981	0.0028708650604202	0.034381754468618	0.0157	0.0192	0.0181	0.0181	TRUE	0.2474
FBgn0034501	4911	2041	2164	3719	1634	1894	2470	3192	3084	1899	2287	2318	2541.9	2915	2168	0.744	-0.427	-2.977	0.00291135065598453	0.0346823780920324	0.0141	0.0136	0.0144	0.0144	TRUE	0.2215
FBgn0027657	1038	250	330	664	231	276	522	391	470	339	323	338	397.29	461	333	0.72	-0.475	-2.974	0.00293830150155172	0.0349112028208082	0.0088	0.0214	0.0156	0.0156	TRUE	0.1933
FBgn0261641	4030	1275	1325	3158	1137	1318	2027	1994	1888	1613	1592	1613	1787.87	1970	1606	0.815	-0.295	-2.971	0.00297232992236743	0.0352226954532319	0	0.0142	0.0065	0.0065	TRUE	0.0156
FBgn0001967	27	17	17	7	3	7	14	27	24	4	4	9	13.46	22	6	0.249	-2.004	-2.966	0.00302117366720707	0.0357076594113674	0.099	0.2829	0.2097	0.2097	TRUE	0.9318
FBgn0004197	2606	1047	1074	1868	868	942	1311	1638	1531	954	1215	1153	1300.18	1493	1107	0.741	-0.432	-2.964	0.0030332857470354	0.035782553166371	0.0126	0.015	0.0144	0.0144	TRUE	0.1842
FBgn0050344	1344	451	515	1101	365	456	676	705	734	562	511	558	624.46	705	544	0.774	-0.37	-2.964	0.0030394140303216	0.035782553166371	0	0.018	0.0095	0.0095	TRUE	0.0303
FBgn0015288	27531	9449	11045	21734	9151	9527	13848	14779	15741	11099	12811	11661	13323.07	14789	11857	0.802	-0.319	-2.962	0.00305740592863312	0.0359474402404348	0.0046	0.0125	0.0083	0.0083	TRUE	0.0604
FBgn0042641	2677	948	1139	1999	854	973	1347	1483	1623	1021	1196	1191	1309.97	1484	1136	0.765	-0.387	-2.959	0.0030881236346053	0.0362613267407169	0.0079	0.015	0.0115	0.0115	TRUE	0.099
FBgn0003261	34380	11410	11795	27289	10645	11763	17293	17846	16810	13936	14902	14398	15864.09	17316	14412	0.832	-0.265	-2.958	0.00309707998472535	0.0363192032539053	9e-04	0.0124	0.0057	0.0057	TRUE	0.0108
FBgn0035708	2928	954	952	2384	786	902	1473	1492	1357	1217	1100	1104	1290.58	1441	1140	0.793	-0.335	-2.957	0.00311020707196336	0.0363314085167948	0.0023	0.015	0.0084	0.0084	TRUE	0.0441
FBgn0263392	12639	4686	3463	8840	3393	3613	6358	7329	4935	4514	4750	4422	5384.75	6207	4562	0.735	-0.444	-2.957	0.0031094153301509	0.0363314085167948	0.0192	0.0129	0.0161	0.0161	TRUE	0.2357
FBgn0266084	992	360	321	712	269	319	499	563	457	364	377	390	441.69	506	377	0.744	-0.427	-2.957	0.00310254279595005	0.0363314085167948	0.0027	0.0204	0.0125	0.0125	TRUE	0.0997
FBgn0031752	2568	893	867	2109	725	833	1292	1397	1236	1077	1015	1020	1172.59	1308	1037	0.794	-0.332	-2.955	0.00313018293798257	0.0364232125609379	0.0012	0.0153	0.0082	0.0082	TRUE	0.0398
